,id,preco
0,13518783164498355150900635905895481162,58785.79990000006
1,299896161723793383246777788797566040330,56632.450799999984
2,316180649972302128246133616457018378621,287245.47820000025
3,222527157104148385909188217274642813298,104091.27534999997
4,160460343059850745858546502614838368036,82577.31035000001
5,262727202368986244371977784343233436999,59980.08965000001
6,254093764205800086330999281077926851120,135046.4965
7,26118184613036116787803832945215674478,220414.82599999997
8,216524630140335566712794225427064313,130633.77220000002
9,185631381169816366226494379020452029389,227908.76119999972
10,193325654448132563278364141820152041311,94846.03910000002
11,238917637717691361625086479663492481749,113780.93784999987
12,55430829679256880238551444522175018156,115743.89704999997
13,215317645068876070368783807654911699750,175148.1060999998
14,81597227204971961501733390453078413740,127458.41565000011
15,144896666825908872755051834814298387194,83448.14279999997
16,184599608599423525451999366981389806783,197051.16295000014
17,332523842755767369964829329030378044388,125417.9115499999
18,115343777354602647202140618045743635008,153236.72015000004
19,20757170217235469489036110086071917277,93637.56329999995
20,185526399598537813925895625787601650168,106826.58194999995
21,60658042813489826886245400795986219027,78370.74955000011
22,252469656136469704862465423825396909961,394870.1752500004
23,144289133420257677937750963126363910239,91549.15255000006
24,286704706212186527658783613441315754259,123467.68620000007
25,104788498292328609834480593297039083847,71936.97519999999
26,83091551517048057678460117003997132666,233471.62769999992
27,253819240599250454081144283787356606601,87924.81410000002
28,47552100267769170589122325402191982347,138781.2876999999
29,143932540867090135955180920741784357244,195931.67004999996
30,196345985565471044954698780677909306202,219836.3588499998
31,244792708737468723430839923035345593106,66747.03790000007
32,84589940414664494482357035061818012137,84158.12735000011
33,272199586960887794853261858460695880945,131877.6809500001
34,49959439507026713714422386346459644032,70625.4331
35,281026519311657672970881937258693325762,98554.00744999998
36,93074564150014753673961081882123830374,237102.28119999974
37,26728401390792884431172378844166640182,485041.6419499998
38,188211565885838356078706489204052877949,60588.31155000012
39,72487946181948797581370306862646034491,104295.2262499999
40,228864048115975611203958077134700148633,112309.01635000009
41,112454259487642510247400972640243226784,102546.67450000007
42,222663295482952330188872827964862490542,67550.80689999995
43,174300102534868734265445704595501072047,83127.26089999979
44,65616068149477861830943576277231644996,99146.08350000007
45,12512429268260634755522419284910697215,452605.8790500001
46,336344009530167442733355949279054127993,48082.496300000006
47,79522286518792634854353998912967788405,82038.59339999985
48,82689802293775881487902613650793199776,124544.11625
49,145087209205382180995284342956932775590,93847.89900000006
50,148379644220249469735831915363404593938,60764.44490000006
51,81783415914068556337040372580510327746,96945.5765500001
52,17392005129747944984443660408573750669,67333.34239999992
53,221003909581330971303914733428302885356,230978.58059999996
54,32270994133870633595828638411924379558,142162.02670000005
55,44743423162474884539743903954385097896,90482.727
56,256739781367016694034266877805520625472,268316.5973
57,102069821313289958956134954896763391138,133224.79960000006
58,295239204594155572903470420706758961711,73501.93680000004
59,217043924033496343963491521400562422856,128874.15269999992
60,230630223901851276472648163541398202700,87834.71689999994
61,228794583325189840821498523768389390979,61241.40854999996
62,226883211751919793077312253417502568887,100425.84339999995
63,178727794896076301413017290746899811351,62028.328099999955
64,233324434070255280697734700180958891999,105487.95990000007
65,120196782885257163651164953359063822616,50125.38565000003
66,307587965035124177469706843302286678852,101219.6776
67,147918433942232310306879997092064646229,63125.05705000001
68,322862357217576382174561616320866894896,209085.82444999996
69,239523402888574028389406143855331971634,365290.3620500002
70,113509983214540261664688743850173663995,86876.97085000004
71,109891169875096641331353504149265117244,217206.47775000025
72,14047284765259674200352849951505593080,113692.07390000012
73,185048785858081984334746723407963750558,114514.5446999999
74,233408161489868303803711823496315975517,39355.06819999999
75,271868823659695867806389462405507434039,98667.79415000009
76,234266752075173490649523075655294035700,117649.23830000014
77,135193714861901808768224625797727405125,105951.5638
78,65383514239248595231552479759479421653,110908.98599999995
79,763500554236946546082152173974002095,74476.93375
80,263071556455718053803505933844459615897,75531.75945000009
81,251187863725990533753089128740859478739,65001.875749999956
82,254288424794027625207128200628830798586,376788.5723499994
83,286319605986498380547161295324785273852,134468.24724999993
84,18156444762146185587945140921021289232,75600.78510000001
85,132399590521100913284690334248594447552,53552.52054999998
86,103484450878268999171337512911053865440,312624.95904999954
87,3912270241651523146374566983699340012,269696.60850000026
88,289442719100949424990356122406061188257,77393.01965000009
89,78107569099680024366542029001316825040,111835.53894999997
90,35630579392702895703343792092821020757,127806.6965
91,180495442974534219664033650975071179678,82604.50855000006
92,310808003231123687601982759789167595573,70861.08174999998
93,281412885789869246852489114984059535931,69714.39124999999
94,115834922999693545296191213987693964898,111844.84035000001
95,5731801982113473737231393645963779999,135239.19205000004
96,256716164818036322373140286568690396129,96494.32505000004
97,287091925155434474451326927701130603179,135843.80254999985
98,34260218896401614964439670738816901101,91710.54130000001
99,129711525134942617432200032446355408594,81537.71225000004
100,63813447393601008165654825811986411111,104478.55865000004
101,233957718806307342910872106898233148735,135427.16624999986
102,138508589382193076883186189654019084427,99631.34760000017
103,171762617476835661595108367117122969376,87195.46279999992
104,7122736344425113322294078330615663312,57321.03564999992
105,32931879047335602142815671990698948947,75926.50634999987
106,230483121396274655509988841957998046697,112430.18689999987
107,315766672381283490639653109260892751611,267796.4898
108,301104161774368724925476221283740970391,62685.03599999998
109,227510606246395701960366267332503216714,68682.59404999996
110,228659121972304442863099815886729581779,114781.99155
111,68086809059173658965599732460689150208,205976.09660000008
112,169041392389609942283143480484429958744,42145.73974999999
113,149581053128777628511664656027161538796,152616.76929999978
114,66252420228989686258481184814476626799,224180.32959999994
115,262859967351480229982146627310415934358,132552.6992999998
116,317829998963593347122303395131613360494,92814.27204999997
117,24887841704125448157191892411715521315,159870.15119999982
118,230199425899098091542244974035896211783,92411.61675
119,74011957647759301081569160773746930781,326217.6890499993
120,144733803448319336946178686862337261379,117048.04924999997
121,142405383752199423425786993458884627343,96044.17379999992
122,173324636074769296529189625730653285809,104529.18205000003
123,155561347177954121142041908188975524664,141001.02915000007
124,86026435063413102427450773798842306387,87592.94410000015
125,229257356284378921190587377871031567334,49698.01210000001
126,249214025842220849314985638373204146912,71666.89150000001
127,83473208885390680674963932777363338591,113565.61295000002
128,180580369832354477560560602690825188300,81786.46770000004
129,259490022068441742630539072459542535148,142233.3248999999
130,120796267956232721185119513957760631683,401342.72275000036
131,241430542672617103205615601633306372934,346797.7036000006
132,53091847780640456849632756954612576434,109641.84205000004
133,171977066567630375608946040261692762526,194394.66895000008
134,201914625874463660453645362442088079106,119613.52270000002
135,84059384063449374632880341259583908854,154962.98960000026
136,328387208591072585760315241990965355447,252765.43579999986
137,17154426494022331794126934878064958948,274107.0296500001
138,192000139416378047888346422176422040661,115190.15979999994
139,180081646479210699334128198669796160399,276743.49650000024
140,253986101323166575416961447245174692901,39180.273150000015
141,82036269311688064017582673374303244526,133747.80545
142,333919908274208141229966147873771212013,130909.39014999988
143,313704772228414954684896419439906454998,111076.67349999989
144,215781134391040786413193932814799270790,75942.12534999991
145,323576127340260635108064420738794619615,231925.68265000003
146,21266736316299428255003871822385501006,83234.47619999998
147,186277892327196401769009247007141845185,255788.06745000012
148,118653739393882803347822121960128540090,93160.78805000005
149,178402222675267324741137977644713188119,76458.36365
150,14111625130403982018582213981963028060,276417.6418500002
151,325687469192316037825715120219693138391,129364.19985000009
152,338873463459304189674358773507615464140,85311.19970000003
153,245440709240117885881946071499467553000,144669.66489999986
154,3992284778362807624983933766586748960,115705.54485000011
155,177917688273646190120585781998870609412,131618.36000000002
156,307183333739200840624177841605072041043,89273.20274999995
157,335470794133402209198153397416379022899,129651.98610000004
158,203204241445015520264242319199812317633,86200.65580000002
159,134385257647410245621873088337082618012,128843.63774999983
160,6540687257921476537365937337199234069,184921.82790000003
161,203239807831030319375520809440266391745,96105.53534999983
162,39376528018535015868934510381824165952,356049.3735500004
163,333342898325227485720191018314201595565,117734.82250000007
164,216088076765437530118227326459456970218,65944.5811500001
165,294256168413360318515649740566516009388,92964.7212999998
166,249324748703273289890304775287749567094,123424.19859999997
167,227934818343215729770705513085856574374,83882.43310000007
168,157501721120159053919391416852016284295,117646.94574999991
169,297125857657343693187052534926914461136,75531.0747
170,87136029063634093621956857943240285302,70154.59950000004
171,199891203388386369979675076525848750178,70750.2501
172,102123055616796056444516517520597098387,115436.25245000016
173,237512146312820589708317540195709404676,125491.5117500002
174,30984280450885534059052913279584065254,101098.85940000003
175,126374200467604593804720277004278327103,73479.41875
176,317466905352534178610659571519473694514,276758.4958999999
177,52865229602472061804485324233666817912,147979.30039999998
178,86984224502002234419916772572194051581,128584.59485000011
179,114416682475133609697441993429731470073,51670.81035
180,49500288896238366923661810598993127844,119167.5397000001
181,15465172849640768327142827133509494439,180842.17514999965
182,307334256328869249308029400432335737804,109931.48629999981
183,228144239113577275448986710580982616029,142621.21260000003
184,287139027642678210570007827534054265052,200907.31285000016
185,89914442558408418710315807541943703503,178658.17229999992
186,157724668439282941424079171387574257679,120000.49389999993
187,210560980823314089239746782467786021918,118057.8378
188,9533463295747584642161614887871041149,106930.0954
189,36155487406786930325759004510880817087,127566.96489999982
190,234127326236134497876685668798607764717,137343.05345000006
191,280305492068078804619353598740914253066,75716.14565000002
192,206680675239217462017215069720218496509,44848.348549999995
193,338819821210509135508780606674721178321,103445.08410000008
194,204709679839831821149432932813402540678,257663.72374999992
195,90875432458421346470025553495778630510,280866.4247499996
196,275475573967873268188137718480930488822,215947.60509999993
197,135798733167447402777119122060701579452,51449.27384999999
198,16467710364998450246536251528420949308,74196.75685
199,154737869680607241704521619955620605087,257906.5174000001
200,275775611271881132098534927222118097805,50392.27225000002
201,60452051161648408770616607730997043495,90523.24145
202,55573982790391311975887758207573440948,109857.45440000005
203,253718454255114896228371873750181818324,60742.83605000004
204,314064790115053828119555179443554195527,95943.82565000007
205,189570492320793832454485868809143337405,222097.00514999978
206,23825261604921702409641748375342950297,121562.2076000001
207,202301262511978571352794896695666151810,99830.31744999999
208,104239568090079872488280748074678202013,281005.47455000004
209,118155484109908082546418446225943368418,280915.2499999998
210,255279298803366738058226980815231053100,106455.95949999997
211,205713080891740291665828451730565250400,103010.90889999998
212,271567936429803209749917402080660109484,131624.3069
213,83500313040262972087502975096864972395,140572.52400000018
214,199825580750147224320742424928048221511,125967.86359999981
215,35503660709160520879029443480036147850,218634.94115000032
216,136744533749502088151319862288356809373,54657.049150000064
217,14646148787543855550889731877407837757,377008.5391500003
218,175456875639756620367724513315924621300,60489.804700000044
219,171887264709983159676256955690666649895,69513.33700000007
220,5575201071375003157687971982995539245,252328.9925999998
221,11124399571277862461246801293141325136,352569.9775999997
222,278012921215945326618316328031414262851,331741.3107500001
223,127163062492495403313007757062409704463,47786.02565
224,302695598952433192347337048974293502177,62002.5836500001
225,339163194157299289931219327984398277845,40528.08384999997
226,253179630755522290489067862817016603658,163037.41389999999
227,107540865078806037752380310797439708594,142172.76134999996
228,202747226890809260721851930190733529606,180341.33680000025
229,198478944601280023843585927406172044192,124692.7857500001
230,286842543879735416835221285521231976811,64541.10509999997
231,143789229725002136498207123538125838974,189323.1148999998
232,78201854589030752101710975166249263249,167247.93105000016
233,71539818043384923993008937350352775921,35218.54849999998
234,123838437268533573587350797170799646707,80546.49660000007
235,165334355852046750199663818885453553125,94824.36859999996
236,164847888876547845123316770012937374547,67641.0778
237,101135033363139067389828698436653266246,110674.13315000004
238,141374361982310778378841790263765631649,51323.594999999994
239,51501364974414551550325981205185510805,54333.173200000005
240,333098681727869732356509759583146783243,104235.6413
241,80234378433697420595695125518109986563,83960.28944999987
242,297673004618655036199009294723374585563,228693.53514999954
243,204724813217968425232608712280389418541,115320.88055
244,164732854026285442006125485235942552321,122666.41725000006
245,65445352835611637166375000661944038142,71140.15055000002
246,125195180397772507627695240202467616668,79058.39789999995
247,281257928188831742236443910034481673827,129027.09939999985
248,72760201997291128414816024649253969344,509318.6236000007
249,144585264635919229685952729581604945954,134068.4285500001
250,109409243019479710215976616629206450313,142073.19130000006
251,66976033741316305775253961608283832449,54382.995649999975
252,115854473798371071480763488769637364279,179623.65545
253,232720943751601322133996644526033346639,135896.98765
254,323041358526122545640238179512661294945,164880.03820000027
255,189571065590119531459030372972988857152,285722.9933500001
256,278830396664534453595290082331423099313,88842.86745000005
257,300984310880819626428136259167264912275,154898.71974999993
258,173248095429072161014036748849902411499,126540.90624999999
259,129039911398138055955082870056864208585,144763.2646000001
260,146454092270544064133929926301811629242,116895.80775000002
261,129592620248405902350506193046355842071,57545.96290000006
262,55178716338064917038254616840335174957,119286.2484999999
263,188552232778524889431723723986535909404,49508.21184999998
264,68738777473678077230673408625002210423,156159.04439999984
265,143650065470937114392016771268791037586,72097.52634999999
266,217143375116427375702730221309107403659,77227.27784999998
267,285857547045199800914494123990612675859,67393.74460000005
268,135307513104369620859454296925004799348,104342.79585000005
269,2903351729996390981740848403629759694,80753.52649999995
270,235485459871309587269171897031165221213,89874.65505
271,296017386177026941245492297942507209980,350193.17629999964
272,212929532835870383542328836465070003847,133338.6681000001
273,44792053188804682010358556072934285054,131718.98834999977
274,249680012909723910609278828815276571304,228547.23200000008
275,188132402142981885165263956858864369324,78782.7042999999
276,243258499219043077613643874357523126764,107847.83410000001
277,297502384825462058870825265698631506218,295718.3727500002
278,20484051710416552458362127419414396483,119208.814
279,253948032676146630057917662989603693686,118552.48065000001
280,98200588353689152620727029014419954738,121731.62560000003
281,14122791477208854429014550356804400039,90044.06859999993
282,208598248089930680140265319653144824605,69793.41039999996
283,298475622302531653739931464689317637382,127230.98845000015
284,2588788666534418410890966725724910669,114627.61970000004
285,9712628666051113562075298365964280298,97096.73479999996
286,42967026650221222538416328816510604054,76263.41864999999
287,331810071519527017054662796283672827753,204507.00610000012
288,285315356430762147444442091168700561658,124089.20459999982
289,147573383959504740059941130006954501777,109490.68544999996
290,173651776695050274824006374512756309389,122987.14830000006
291,22835259108646484176565108425554436078,84147.44794999999
292,163335522228145786871413464789921268309,130876.28474999998
293,79580864837697488703994857109875663787,84212.86840000002
294,18093722071694246612028534734330405579,60809.51550000002
295,163127155367196180506199396832607404204,231057.4859500001
296,82699271274473815957784110120006001949,48806.67779999995
297,119898092235710363179284535290646251139,122514.99280000007
298,68120108316829053172179957063351984376,215544.4776
299,54499599180823728159929121859469171058,114172.01210000012
300,63151179630102261748377560506608730501,89927.83345000012
301,145333654310498724413243546511454058666,108343.04350000006
302,336202983245746974226373123199424097932,364275.9740500006
